n,t,j,p
43,1,10,0.02186749223313007
43,1,11,0.015606807678205091
43,2,1,0.013412126387536
43,2,2,0.638025989913267
43,2,3,0.04514698766036972
43,2,4,0.2377074164665295
43,2,5,0.022317472531933936
43,2,6,0.02619565597573299
43,2,7,0.012100466442015461
43,2,8,0.005093884622615435
43,3,2,0.8844889525704972
43,3,3,0.005304195568233196
43,3,5,0.015284540840178967
43,3,7,0.005824869123513672
43,3,8,0.003488642696350097
43,3,9,0.048134499289891865
43,3,10,0.02186749223313007
43,3,11,0.015606807678205091
43,4,2,0.8817478020899641
43,4,3,0.005287757151237202
43,4,5,0.015237171987976774
43,4,7,0.006686324898228231
43,4,8,0.005697457878938694
43,4,9,0.047985323988747344
43,4,10,0.021799721927273006
43,4,11,0.015558440077634874
43,5,1,0.01668513968444985
43,5,2,0.7937259504134446
43,5,3,0.009634836519196704
43,5,4,0.10268451563074137
43,5,5,0.02776369203806766
43,5,6,0.03258828365106064
43,5,7,0.010580616990610829
43,5,8,0.006336965072428305
43,6,1,0.012061923539691115
43,6,2,0.5737957192098452
43,6,3,0.00696515963365195
43,6,4,0.07423208913273525
43,6,5,0.020070765775776305
43,6,6,0.19538363147714014
43,6,7,0.06343627645535689
43,6,8,0.05405443477580312
43,7,2,0.9479857364030331
43,7,3,0.001974053578243985
43,7,5,0.008093104193295298
43,7,7,0.003084245265973775
43,7,8,0.0018472225714835013
43,7,9,0.025487027848501077
43,7,10,0.005720250672740677
43,7,11,0.005808359466728466
43,8,1,0.009180866179932004
43,8,2,0.8840382271201076
43,8,3,0.005301492610859339
43,8,4,0.05650134278681389
43,8,5,0.015276752013044195
43,8,6,0.017931445399458675
43,8,7,0.008283008965837165
43,8,8,0.0034868649239471854
43,9,1,0.009195350864064585
43,9,2,0.8854329772700391
43,9,3,0.003732153356337251
43,9,4,0.056590485149559853
43,9,5,0.015300854197211132
43,9,6,0.017959735902507237
43,9,7,0.00829607709755656
43,9,8,0.003492366162724279
44,1,2,0.0022410406730424513
44,1,3,0.002617710543647519
44,1,5,0.005104680659584003
44,1,7,0.001124827446732452
44,1,8,0.000599232524830608
44,1,9,0.0048729855605107964
44,1,10,0.01441426331204675
44,1,11,0.0025616923774580236
44,1,19,0.9664635669021474
45,1,2,0.13486146540518304
45,1,3,0.6706102181689549
45,1,5,0.09769563781378819
45,1,12,0.03208206228026766
45,1,16,0.06475061633180623
46,1,2,0.15688301966158
46,1,3,0.01740359265910125
46,1,5,0.08080188006028487
46,1,7,0.6995956207105548
46,1,8,0.009229237565552871
46,1,9,0.009055369982196918
46,1,10,0.015797878288486673
46,1,11,0.011233401072242457
47,1,2,0.22449384585448015
47,1,3,0.17436730691319316
47,1,5,0.008785440233565787
47,1,12,0.03493736598626738
47,1,14,0.24281740142373556
47,1,16,0.3145986395887579
47,2,1,0.0076932672054071775
47,2,2,0.164930379285262
47,2,3,0.356973151158407
47,2,4,0.02729215250811277
47,2,5,0.013920840349521455
47,2,6,0.0024484869064059092
47,2,7,0.01161630584796093
47,2,8,0.0188425102450089
47,2,16,0.10716361403232073
47,2,18,0.28911929246159324
47,3,1,0.006750024951108277
47,3,2,0.144708892288156
47,3,3,0.31320602974785966
47,3,4,0.023945965411123826
47,3,5,0.012214059019504887
47,3,6,0.01291137006672604
47,3,7,0.010192074734948878
47,3,8,0.12837541840475236
47,3,16,0.0940246905840855
47,3,18,0.2536714747917346
47,4,2,0.3602890263712992
47,4,3,0.2798412000989209
47,4,5,0.014099708149890417
47,4,10,0.051071218050660096
47,4,12,0.056070800191687364
47,4,13,0.2386280471375421
47,5,2,0.27572485371065814
47,5,3,0.27669741622607
47,5,5,0.013941309618588162
47,5,7,0.001935647076589775
47,5,8,0.02438065946367832
47,5,9,0.07346353968062097
47,5,10,0.018121552007372834
47,5,11,0.0916325625618777
47,5,18,0.22410245965454398
47,6,1,0.0066067198583460345
47,6,2,0.14163667827664028
47,6,3,0.5117381159313632
47,6,4,0.023437585246698044
47,6,5,0.011954750813465401
47,6,6,0.002102678437593148
47,6,7,0.0021445278985296502
47,6,8,0.016181315856193534
47,6,16,0.09202851766566078
47,6,18,0.19216911001551004
47,7,2,0.2012778313040508
47,7,3,0.20198779731282815
47,7,5,0.013148983206413068
47,7,7,0.0018256384514756232
47,7,8,0.01779776540478788
47,7,9,0.06928838652691577
47,7,10,0.017091649890723613
47,7,11,0.06689133468048532
47,7,14,0.07812626028942084
47,7,16,0.16897062366936075
47,7,18,0.16359372926353832
47,8,2,0.25758843115338637
47,8,3,0.20007230425962294
47,8,5,0.013024288614345271
47,8,7,0.0018083255354579793
47,8,8,0.013644535321796514
47,8,9,0.19124785126304625
47,8,10,0.016929566155621575
47,8,11,0.0662569899893471
47,8,14,0.07738537241971692
47,8,18,0.16204233528765907
47,9,2,0.2988709989119359
47,9,3,0.23213701469799172
47,9,5,0.015111634209879581
47,9,7,0.0020981379354667595
47,9,8,0.015831285135962544
47,9,9,0.061632692575175715
47,9,10,0.019642793449304353
47,9,11,0.07687570708958827
47,9,14,0.0897875865491831
47,9,18,0.1880121494455122
47,10,2,0.3295897789867182
47,10,3,0.2559966930464597
47,10,5,0.012898310391808823
47,10,7,0.0023137903006704924
47,10,8,0.01745846799466507
47,10,9,0.06796746957102387
47,10,10,0.0216617335747106
47,10,11,0.08477720287799123
47,10,18,0.2073365532559521
47,11,2,0.3295897789867182
47,11,3,0.2559966930464597
47,11,5,0.012898310391808823
47,11,7,0.0023137903006704924
47,11,8,0.01745846799466507
47,11,9,0.06796746957102387
47,11,10,0.0216617335747106
47,11,11,0.08477720287799123
47,11,18,0.2073365532559521
48,1,2,0.05505331169015632
48,1,3,0.5691657850196268
48,1,5,0.025483590981042418
48,1,7,0.010548441846696168
48,1,8,0.016114279133408852
48,1,9,0.0641666272248176
48,1,10,0.023500871779870057
48,1,11,0.1178445620560258
48,1,12,0.11812253026835605
48,2,1,0.0087776455151164
48,2,2,0.009952353785825386
48,2,3,0.6741561934062615
48,2,4,0.007254382548889242
48,2,5,0.007882323164806635
48,2,6,0.004839017976953728
48,2,7,0.003833163106055712
48,2,8,0.003810472801798604
48,2,11,0.13958260222296875
48,2,12,0.13991184547132396
48,3,1,0.0087776455151164
48,3,2,0.009952353785825386
48,3,3,0.6741561934062615
48,3,4,0.007254382548889242
48,3,5,0.007882323164806635
48,3,6,0.004839017976953728
48,3,7,0.003833163106055712
48,3,8,0.003810472801798604
48,3,11,0.13958260222296875
48,3,12,0.13991184547132396
48,4,3,0.8946918130553819
48,4,5,0.04005855730980807
48,4,14,0.0652496296348101
48,5,1,0.029020753355442904
48,5,2,0.056299910378135636
48,5,3,0.5820536803898713
48,5,4,0.023984523678335413
48,5,5,0.026060628221976453
48,5,6,0.015998817330898578
48,5,7,0.012673248296533777
48,5,8,0.012598229349565426
48,5,11,0.12051297330930934
48,5,12,0.12079723568993123
48,6,1,0.029020753355442904
48,6,2,0.056299910378135636
48,6,3,0.5820536803898713
48,6,4,0.023984523678335413
48,6,5,0.026060628221976453
48,6,6,0.015998817330898578
48,6,7,0.012673248296533777
48,6,8,0.012598229349565426
48,6,11,0.12051297330930934
48,6,12,0.12079723568993123
49,1,1,0.004586103925047364
49,1,2,0.02426675911910398
49,1,3,0.015988574046392288
49,1,4,0.015770324302480793
49,1,5,0.01381258084407966
49,1,6,0.006849639488246725
49,1,7,0.036480566783727054
49,1,8,0.011146475294026284
49,1,17,0.8710989761968958
50,1,1,0.0090259835129376
50,1,2,0.07896514142124966
50,1,3,0.01805739448177684
50,1,5,0.15136546058094544
50,1,7,0.4759658211550803
50,1,12,0.002866056234338663
50,1,17,0.2637541426136716
51,1,1,0.0316268724186351
51,1,2,0.029269478458721788
51,1,3,0.009563927278151337
51,1,4,0.0025457290846214848
51,1,5,0.0080029381354228
51,1,6,0.007128546975164831
51,1,7,0.008546008776915038
51,1,8,0.0039726685973777015
51,1,17,0.8993438302749899
51,2,1,0.005408524365027017
51,2,2,0.011677058656513306
51,2,3,0.001323380788039572
51,2,4,0.0010156186379145745
51,2,5,0.0031927722307580984
51,2,6,0.01013359152962369
51,2,7,0.009829959527285876
51,2,8,0.006979409811178135
51,2,17,0.9504396844536598
51,3,1,0.01501922300128204
51,3,2,0.03242665394932508
51,3,3,0.0036749674827580084
51,3,4,0.0028203261698759342
51,3,5,0.008866181399890406
51,3,6,0.007897473344158542
51,3,7,0.009467830786521664
51,3,8,0.004401183644054005
51,3,17,0.9154261602221344
51,4,1,0.0324103696925583
51,4,2,0.08647939439294407
51,4,3,0.003399335940455651
51,4,4,0.0026087948146610034
51,4,5,0.008201196127217944
51,4,6,0.007305143543050065
51,4,7,0.008757720339506711
51,4,8,0.004071084114885899
51,4,17,0.8467669610347203
51,5,1,0.014776883886876233
51,5,2,0.04872877559002539
51,5,3,0.002925599764108402
51,5,4,0.00277481946514927
51,5,5,0.008723123230474632
51,5,6,0.007770045534071198
51,5,7,0.009315064845969756
51,5,8,0.004330169388087079
51,5,17,0.900655518295238
51,6,1,0.014501460434073148
51,6,2,0.05910012013736069
51,6,3,0.010230284100145346
51,6,4,0.0027231001470679143
51,6,5,0.008560534640230792
51,6,6,0.007625221172872033
51,6,7,0.009141443171562461
51,6,8,0.0042494602065560275
51,6,17,0.8838683759901317
52,1,1,0.032650991887391984
52,1,2,0.018623849937409075
52,1,3,0.1490537727073009
52,1,4,0.010419670369907994
52,1,5,0.017609719899197362
52,1,6,0.01991943539338457
52,1,7,0.007639199948070461
52,1,8,0.014119855657163153
52,1,12,0.3852809863235041
52,1,15,0.3446825178766704
52,2,1,0.039224350299984355
52,2,2,0.02237323804430448
52,2,3,0.11828461173963718
52,2,4,0.012517377787762032
52,2,5,0.021154941460674103
52,2,6,0.023929653173866628
52,2,7,0.009177137889352868
52,2,8,0.01696249125882288
52,2,12,0.46284647105352356
52,2,15,0.27352972729207203
52,3,1,0.2306134337867822
52,3,2,0.025047320373565572
52,3,3,0.13242216256934344
52,3,4,0.014013473198031033
52,3,5,0.023683411189754842
52,3,6,0.026789760529398614
52,3,7,0.010274002912400264
52,3,8,0.01898987317134005
52,3,12,0.518166562269384
52,4,1,0.012158294689663604
52,4,2,0.015892563605350487
52,4,3,0.1925491348551719
52,4,4,0.0038799869652785804
52,4,5,0.006557355582803903
52,4,6,0.007417427513373764
52,4,7,0.0028446193757981535
52,4,8,0.005257830042265704
52,4,12,0.753442787370294
53,1,1,0.21037054774428063
53,1,2,0.441795452793221
53,1,3,0.027144933426975205
53,1,4,0.21752655951198416
53,1,5,0.04385625070385142
53,1,6,0.027101647173781374
53,1,7,0.020016967098493262
53,1,8,0.012187641547413086
53,2,1,0.1869021636972509
53,2,2,0.3925099160697726
53,2,3,0.020009046281373923
53,2,4,0.19325986964595893
53,2,5,0.03896376292256795
53,2,6,0.07382029548946895
53,2,7,0.05452282721189222
53,2,8,0.040012118681714566
53,3,1,0.11169300725717483
53,3,2,0.6193548775118923
53,3,3,0.011957435415968472
53,3,4,0.20222213340410258
53,3,5,0.023284801892003104
53,3,6,0.014389202799158715
53,3,7,0.010627700861036624
53,3,8,0.006470840858663232
53,4,1,0.15938365795110035
53,4,2,0.5860780335933625
53,4,3,0.014156766409002897
53,4,4,0.16480528823208496
53,4,5,0.03322694044461552
53,4,6,0.020533100804149104
53,4,7,0.01258245378883936
53,4,8,0.00923375877684531
54,1,1,0.0514718255434956
54,1,2,0.4373254088076482
54,1,3,0.015120640057392146
54,1,4,0.03764265851526393
54,1,5,0.025850854800157565
54,1,6,0.14424020474929394
54,1,7,0.024064011008305772
54,1,8,0.015262721199471549
54,1,20,0.24902167531897143
54,2,1,0.006737912731330797
54,2,2,0.20860365794550786
54,2,3,0.007212525874152256
54,2,4,0.017955499732995046
54,2,5,0.012330824515853628
54,2,6,0.47857018353124187
54,2,7,0.07984124942667255
54,2,8,0.06996512716067202
54,2,20,0.11878301908157402
54,3,1,0.0035137827022366534
54,3,2,0.10878560678055052
54,3,3,0.0037612907240822903
54,3,4,0.009363689748969437
54,3,5,0.006430454001971691
54,3,6,0.03588005151263548
54,3,7,0.005985972885156104
54,3,8,0.0037966337042565335
54,3,20,0.8224825179401414
55,1,1,0.0682196199257278
55,1,2,0.04383630426570863
55,1,3,0.14335738206427792
55,1,4,0.00431846248516064
55,1,5,0.021138870522145484
55,1,6,0.01457112547823832
55,1,7,0.0033417025743860003
55,1,8,0.005851290473457891
55,1,9,0.6953652422108973
56,1,1,0.021117843189320206
56,1,2,0.08382902271942957
56,1,3,0.034751249477241335
56,1,4,0.017587921262504667
56,1,5,0.2700109002233949
56,1,6,0.10528634636703597
56,1,7,0.3329214966262651
56,1,8,0.1344952201348082
57,1,2,0.06281555004110453
57,1,3,0.016888817307514365
57,1,5,0.02726724279969634
57,1,6,0.04923460240069618
57,1,7,0.014910570771652957
57,1,8,0.005618462679527884
57,1,9,0.09077691278410044
57,1,10,0.6485779697271395
57,1,11,0.08390987148856785
57,2,1,0.06661581539186595
57,2,2,0.15155317762801473
57,2,3,0.04074713868871517
57,2,4,0.03547248749887583
57,2,5,0.06578685196172668
57,2,6,0.19078111051566166
57,2,7,0.057777561136516734
57,2,8,0.013555494967562446
57,2,10,0.3777103622110608
58,1,1,0.008273293744116
58,1,2,0.5984459781029036
58,1,3,0.007161146253915653
58,1,4,0.30468692971596495
58,1,5,0.01763611763991321
58,1,6,0.013852894649126653
58,1,7,0.04151521109551442
58,1,8,0.008428428798545584
59,1,1,0.00885348378980498
59,1,2,0.5390139851287593
59,1,3,0.003389931499137399
59,1,5,0.047798346455455325
59,1,7,0.06150064212779443
59,1,10,0.05282895141249674
59,1,12,0.012238589906757778
59,1,17,0.27437606967979405
60,1,1,0.008267564377513872
60,1,2,0.010844106606724276
60,1,3,0.02144277075079949
60,1,4,0.003531455794410419
60,1,5,0.0064475624464117405
60,1,6,0.03139103633037961
60,1,7,0.008504044916160294
60,1,8,0.09222086156151024
60,1,10,0.15879789148001525
60,1,12,0.19601452532947405
60,1,15,0.4625381804066007
60,2,1,0.006653739905490606
60,2,2,0.008727342367578023
60,2,3,0.017257152519662002
60,2,4,0.0028421173722762718
60,2,5,0.0051890014499933
60,2,6,0.0057171934589343295
60,2,7,0.0019150938681324942
60,2,8,0.013583732610195983
60,2,10,0.12780062170693043
60,2,12,0.24118542619844507
60,2,15,0.5691285785423615
60,3,1,0.015334147323377048
60,3,2,0.030750373561391507
60,3,3,0.03216441543419708
60,3,4,0.006549917357131827
60,3,5,0.011958524653143541
60,3,6,0.058222077717678414
60,3,7,0.01577275623564369
60,3,8,0.171045330027197
60,3,10,0.3641782992871528
60,3,12,0.2940241584030871
60,4,1,0.019075784678995397
60,4,2,0.038253676092019746
60,4,3,0.04001275390207839
60,4,4,0.008148142217166638
60,4,5,0.014876486872801591
60,4,6,0.016390774653033388
60,4,7,0.005490433769197088
60,4,8,0.03894356588770819
60,4,10,0.4530403077172556
60,4,12,0.36576807420974405
60,5,1,0.02044674762855124
60,5,2,0.041002940328799295
60,5,3,0.042888441798149476
60,5,4,0.008733743348413814
60,5,5,0.015945649303882193
60,5,6,0.017568767859707138
60,5,7,0.008997524823914721
60,5,8,0.0417424120088024
60,5,10,0.48559998937583704
60,5,12,0.3170737835239427
61,1,1,0.023533157556496584
61,1,2,0.40151184161957676
61,1,3,0.017474440937827632
61,1,4,0.39277850853824475
61,1,5,0.08690154826887522
61,1,6,0.025323155096375314
61,1,7,0.04210908494743083
61,1,8,0.010368263035172872
62,1,1,0.05844875202687181
62,1,2,0.08573766876053425
62,1,3,0.005552731020496085
62,1,4,0.056428086496703514
62,1,5,0.08386949154107834
62,1,6,0.01858751244400515
62,1,7,0.43613511659747345
62,1,8,0.004929600516355286
62,1,17,0.2503110405964822
62,2,1,0.05844875202687181
62,2,2,0.08573766876053425
62,2,3,0.005552731020496085
62,2,4,0.056428086496703514
62,2,5,0.08386949154107834
62,2,6,0.01858751244400515
62,2,7,0.43613511659747345
62,2,8,0.004929600516355286
62,2,17,0.2503110405964822
62,3,1,0.000759459740058253
62,3,2,0.013365504798828533
62,3,3,0.0008656061469122458
62,3,4,0.008796482010338518
62,3,5,0.013074277710984109
62,3,6,0.025140217981256072
62,3,7,0.5898869971746707
62,3,8,0.009557592392857374
62,3,17,0.3385538620440942
63,1,2,0.04584289330149212
63,1,3,0.010072437578269498
63,1,5,0.9112839608186614
63,1,12,0.006019469907679784
63,1,14,0.003569323987262273
63,1,16,0.0232119144066349
64,1,1,0.010131365642694203
64,1,2,0.7625375754301292
64,1,3,0.011728897346696337
64,1,4,0.11542218343593776
64,1,5,0.04136339633893314
64,1,6,0.015730553440811507
64,1,7,0.03444872544699029
64,1,8,0.008637302917807638
65,1,3,0.0006318389205653631
65,1,5,0.0016490318141156033
65,1,12,0.007325925752604389
65,1,13,0.032404860301444835
65,1,14,0.8717775777331769
65,1,15,0.04079484871896962
65,1,18,0.04541591675912342
65,2,2,0.10967774039172301
65,2,3,0.0065832843265880275
65,2,5,0.01718166599518496
65,2,7,0.08421217207171089
65,2,8,0.593363392633432
65,2,9,0.09341653360701108
65,2,10,0.06827089856409282
65,2,11,0.027294312410257326
66,1,1,0.010223177176195775
66,1,2,0.18212764202588896
66,1,3,0.020926037614687722
66,1,4,0.4148408343481553
66,1,5,0.07212600492629895
66,1,6,0.07892998965541577
66,1,7,0.15673958168425392
66,1,8,0.06408673256910354
67,1,1,0.6482802481441221
67,1,2,0.028873277071959108
67,1,3,0.053488101187866385
67,1,4,0.058505162104721224
67,1,5,0.0493931188137473
67,1,6,0.04635735277904861
67,1,7,0.11225491116571847
67,1,8,0.00284782873281665
67,2,1,0.2610816898200309
67,2,2,0.011628125321062022
67,2,3,0.01396590644288565
67,2,4,0.023561764575155898
67,2,5,0.019892074395744686
67,2,6,0.25138671295782344
67,2,7,0.39466386472449944
67,2,8,0.023819861762798093
67,3,1,0.19150028726622215
67,3,2,0.008529090419500432
67,3,3,0.01024382482582121
67,3,4,0.01728227164360598
67,3,5,0.014590597922558365
67,3,6,0.28440485894611245
67,3,7,0.44650061038401395
67,3,8,0.026948458592165457
67,4,1,0.18995036447937566
67,4,2,0.020126894743473053
67,4,3,0.006587659856248047
67,4,4,0.017142396205238317
67,4,5,0.014472507759265556
67,4,6,0.28210300562848456
67,4,7,0.4428868222260203
67,4,8,0.026730349101894455
67,5,1,0.18995036447937566
67,5,2,0.020126894743473053
67,5,3,0.006587659856248047
67,5,4,0.017142396205238317
67,5,5,0.014472507759265556
67,5,6,0.28210300562848456
67,5,7,0.4428868222260203
67,5,8,0.026730349101894455
68,1,1,0.0005171357141832715
68,1,2,0.00024118516030323468
68,1,3,0.10644138209850677
68,1,4,7.463838250805443e-05
68,1,5,0.0002310858189033874
68,1,6,0.00021617505691521308
68,1,7,2.4117224803161512e-05
68,1,8,0.00017649808150549292
68,1,11,0.021525630527194115
68,1,15,0.8705521519351774
68,2,1,0.0011097820183322152
68,2,2,0.0005175874468771337
68,2,3,0.05648534424398339
68,2,4,5.6168065088524646e-05
68,2,5,0.0004959140888491548
68,2,6,0.000463915340589732
68,2,7,5.175597369231194e-05
68,2,8,0.0003787678780497307
68,2,11,0.011423025767103549
68,2,15,0.9290177391774342
68,3,1,0.002887954155791501
68,3,2,0.0013469030796161897
68,3,3,0.10365408486660875
68,3,4,0.00014616455692708315
68,3,5,0.001290503116963234
68,3,6,0.009817550876863474
68,3,7,0.0007723656323160317
68,3,8,0.011366834503913747
68,3,11,0.02096195567442135
68,3,15,0.8477556835365786
68,4,1,0.02077779872646416
68,4,2,0.055571923904325915
68,4,3,0.7457541208592926
68,4,4,0.0010516017848425307
68,4,5,0.009284709027102909
68,4,6,0.008685615205207827
68,4,7,0.000968996781806854
68,4,8,0.007091449135204261
68,4,11,0.150813784575753
68,5,1,0.02167274298851168
68,5,2,0.010107876614459681
68,5,3,0.7778753469885675
68,5,4,0.001096896524467911
68,5,5,0.00968462131704165
68,5,6,0.009059723241991965
68,5,7,0.0057962422321613805
68,5,8,0.007396893027346194
68,5,11,0.157309657065452
68,6,1,0.017740828798255823
68,6,2,0.01663887252486498
68,6,3,0.6367515807585234
68,6,4,0.0008978952715077342
68,6,5,0.007927617138848079
68,6,6,0.08552414475089708
68,6,7,0.006728349154215737
68,6,8,0.09902050029230806
68,6,11,0.12877021131057897
68,7,1,0.021444856274286397
68,7,2,0.020112827530187467
68,7,3,0.7696960658982117
68,7,4,0.006224217578847962
68,7,5,0.00958278849728152
68,7,6,0.008964461162683297
68,7,7,0.0010001057854905045
68,7,8,0.007319115440615647
68,7,11,0.15565556183239565
68,8,1,0.021555627514445008
68,8,2,0.020216718310340956
68,8,3,0.7736718532233512
68,8,4,0.0010909690995668155
68,8,5,0.009632287423851353
68,8,6,0.009010766181828367
68,8,7,0.0010052717309616064
68,8,8,0.007356921592536242
68,8,11,0.15645958492311854
68,9,1,0.02447445772514137
68,9,2,0.032551052601154096
68,9,3,0.6194513954709517
68,9,4,0.0012386963491965426
68,9,5,0.010936587728354543
68,9,6,0.08320050144091237
68,9,7,0.006545543660574486
68,9,8,0.0963301685301406
68,9,11,0.12527159649357425
69,1,1,0.06964503273941017
69,1,2,0.08002591296007587
69,1,3,0.03193270579149402
69,1,4,0.028902163224877434
69,1,5,0.19719613040238876
69,1,6,0.05372659206019144
69,1,7,0.31986141641462834
69,1,8,0.027018741089021497
69,1,14,0.19169130531791242
